split,source_xml_file,source_route_id,source_route_ordinal,map,weather_group,old_split,anchor_polyline_m,dense_length_m,length_bin,curve_bin,sharp_turn_regions_r_lt_30m,very_sharp_regions_r_lt_15m,grade_bin,p95_abs_grade,junction_bin,junction_fraction,planner_detour,dense_to_anchor_ratio,loop_route
train,0325_3bangwan.xml,17,16,0325_3,bangwan,train,924.9821166992188,1057.419270515442,long_500_1000m,no_sharp_region,0,0,low_grade,0.008949306445528722,low_junction,0.0,False,1.1431780695272495,False
train,0325_3bangwan.xml,18,17,0325_3,bangwan,val,171.6969757080078,172.90101289749146,short_lt_200m,no_sharp_region,0,0,low_grade,0.012001005872329563,medium_junction,0.5357142857142857,False,1.0070125707486617,False
train,0325_3bangwan.xml,19,18,0325_3,bangwan,train,217.91155242919922,230.68413770198822,medium_200_500m,no_sharp_region,0,0,medium_grade,0.08435063435848539,medium_junction,0.4107142857142857,False,1.0586136215836417,False
train,0325_3qingtian.xml,0,0,0325_3,qingtian,train,3781.6776390075684,3926.7520068883896,ultra_ge_1000m,one_sharp_region,1,0,medium_grade,0.03350581158659262,medium_junction,0.32420826623725174,False,1.0383624363918267,True
train,0325_3qingtian.xml,1,1,0325_3,qingtian,val,942.2643508911133,989.3976607918739,long_500_1000m,one_sharp_region,1,1,medium_grade,0.04288204136644156,medium_junction,0.21553398058252426,False,1.0500213234812354,False
train,0325_3qingtian.xml,2,2,0325_3,qingtian,val,191.63004302978516,192.55471563339233,short_lt_200m,no_sharp_region,0,0,medium_grade,0.03805060013038179,medium_junction,0.5934065934065934,False,1.0048253008191594,False
train,0325_3qingtian.xml,3,3,0325_3,qingtian,train,424.15149688720703,427.17566668987274,medium_200_500m,no_sharp_region,0,0,low_grade,6.721108967656155e-07,medium_junction,0.3217821782178218,False,1.007129928397895,False
train,0325_3qingtian.xml,4,4,0325_3,qingtian,train,63.13261413574219,529.1285630464554,short_lt_200m,one_sharp_region,1,1,low_grade,0.0,low_junction,0.06451612903225806,True,8.38122371915045,False
train,0325_3qingtian.xml,5,5,0325_3,qingtian,train,33.17088317871094,470.2753952741623,short_lt_200m,one_sharp_region,1,0,low_grade,0.0,low_junction,0.05976095617529881,True,14.177355264872324,False
train,0325_3qingtian.xml,8,8,0325_3,qingtian,train,51.753597259521484,58.92653441429138,short_lt_200m,one_sharp_region,1,1,low_grade,3.516763510554342e-06,medium_junction,0.47058823529411764,False,1.1385978470018379,False
train,0325_3qingtian.xml,9,9,0325_3,qingtian,train,94.0634536743164,106.92885935306549,short_lt_200m,one_sharp_region,1,0,low_grade,0.0,medium_junction,0.32,False,1.1367736902718246,False
train,0325_3qingtian.xml,11,11,0325_3,qingtian,train,880.8483276367188,979.5379592180252,long_500_1000m,no_sharp_region,0,0,low_grade,0.009268783274968821,low_junction,0.0,False,1.1120393017559411,False
train,0325_3qingtian.xml,12,12,0325_3,qingtian,train,193.895263671875,194.4316074848175,short_lt_200m,no_sharp_region,0,0,low_grade,0.012692185378536834,medium_junction,0.45454545454545453,False,1.0027661522142703,False
train,0325_3qingtian.xml,13,13,0325_3,qingtian,train,186.05653381347656,199.3599202632904,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08434960072369894,medium_junction,0.44660194174757284,False,1.0715018504168772,False
train,0325_3qingtian.xml,14,14,0325_3,qingtian,train,511.92120361328125,612.3672916889191,long_500_1000m,no_sharp_region,0,0,medium_grade,0.09612313279715062,low_junction,0.15460526315789475,False,1.1962139629432451,False
train,0325_3qingtian.xml,16,15,0325_3,qingtian,val,185.95294189453125,183.9841891527176,short_lt_200m,no_sharp_region,0,0,low_grade,0.020934544443463588,high_junction,0.6413043478260869,False,0.989412629228903,False
train,0325_3qingtian.xml,17,16,0325_3,qingtian,val,275.1686706542969,316.2671344280243,medium_200_500m,no_sharp_region,0,0,low_grade,0.012464885164546633,low_junction,0.0,False,1.1493573511693878,False
train,0325_3qingtian.xml,18,17,0325_3,qingtian,train,273.3040466308594,789.8724291324615,medium_200_500m,no_sharp_region,0,0,low_grade,0.015214342444176843,low_junction,0.002421307506053269,True,2.890086842363187,False
train,0325_3qingtian.xml,19,18,0325_3,qingtian,train,518.5697631835938,630.746920466423,long_500_1000m,no_sharp_region,0,0,low_grade,0.01270078917337648,medium_junction,0.2585669781931464,False,1.216320281757566,False
train,0325_3qingtian.xml,21,20,0325_3,qingtian,train,399.3957214355469,449.16954600811005,medium_200_500m,no_sharp_region,0,0,low_grade,0.012452750663046925,low_junction,0.0,False,1.1246228286914572,False
train,0325_3yutian.xml,0,0,0325_3,yutian,train,201.7805633544922,200.66289830207825,medium_200_500m,no_sharp_region,0,0,low_grade,0.02136839259259568,medium_junction,0.5148514851485149,False,0.9944609875508653,False
train,0325_3yutian.xml,1,1,0325_3,yutian,train,224.7832794189453,224.44312977790833,medium_200_500m,no_sharp_region,0,0,low_grade,0.020629879195759277,medium_junction,0.5178571428571429,False,0.9984867662669739,False
train,0325_3yutian.xml,5,5,0325_3,yutian,val,553.9235229492188,664.6373262405396,long_500_1000m,no_sharp_region,0,0,low_grade,0.011577637096482175,medium_junction,0.25382262996941896,False,1.199872001647185,False
train,0325_3yutian.xml,6,6,0325_3,yutian,val,371.3239440917969,390.7217266559601,medium_200_500m,no_sharp_region,0,0,low_grade,0.011577651421835351,low_junction,0.0,False,1.0522395145069552,False
train,0325_3yutian.xml,7,7,0325_3,yutian,val,334.6860656738281,395.1570568084717,medium_200_500m,no_sharp_region,0,0,low_grade,0.011276717444489753,medium_junction,0.3854166666666667,False,1.1806797394235593,False
train,0325_3yutian.xml,8,8,0325_3,yutian,train,249.61941528320312,764.2092752456665,medium_200_500m,no_sharp_region,0,0,medium_grade,0.09612538719366498,low_junction,0.17066666666666666,True,3.061497737981001,False
train,0325_3yutian.xml,9,9,0325_3,yutian,train,177.51025390625,177.92850732803345,short_lt_200m,no_sharp_region,0,0,medium_grade,0.09485248950285569,medium_junction,0.5168539325842697,False,1.0023562211904915,False
train,0325_3yutian.xml,11,11,0325_3,yutian,train,390.7438659667969,473.9975520372391,medium_200_500m,no_sharp_region,0,0,low_grade,0.013634465313685826,medium_junction,0.44155844155844154,False,1.2130646014479383,False
train,0325_3yutian.xml,12,12,0325_3,yutian,train,646.1136474609375,783.9648562669754,long_500_1000m,no_sharp_region,0,0,low_grade,0.012111727042204161,low_junction,0.15544041450777202,False,1.2133544297473953,False
train,0325_3yutian.xml,13,13,0325_3,yutian,train,632.9161376953125,709.2625187635422,long_500_1000m,no_sharp_region,0,0,low_grade,0.01211172950894791,low_junction,0.17191977077363896,False,1.1206263776844683,False
train,0325_3yutian.xml,14,14,0325_3,yutian,train,415.4654541015625,506.7952256202698,medium_200_500m,no_sharp_region,0,0,low_grade,0.02458582708568907,medium_junction,0.5263157894736842,False,1.2198251879117277,False
train,0325_3yutian.xml,15,15,0325_3,yutian,train,397.4728698730469,496.6550431251526,medium_200_500m,no_sharp_region,0,0,low_grade,0.024585698126462673,medium_junction,0.5560165975103735,False,1.2495319322895788,False
train,0325_3yutian.xml,16,16,0325_3,yutian,train,607.7113037109375,608.9093351364136,long_500_1000m,no_sharp_region,0,0,medium_grade,0.08306535202095061,medium_junction,0.3848684210526316,False,1.001971382493892,False
train,0325_3yutian.xml,17,17,0325_3,yutian,train,108.77950286865234,105.84705805778503,short_lt_200m,no_sharp_region,0,0,medium_grade,0.035216003500438624,high_junction,0.8333333333333334,False,0.9730423036184662,False
train,0325_3yutian.xml,18,18,0325_3,yutian,train,139.35438537597656,136.84760642051697,short_lt_200m,no_sharp_region,0,0,medium_grade,0.035271287256344985,high_junction,0.8115942028985508,False,0.982011481384699,False
train,0325_3yutian.xml,20,20,0325_3,yutian,train,382.0482482910156,428.0272408723831,medium_200_500m,no_sharp_region,0,0,low_grade,0.01377434760426634,medium_junction,0.20574162679425836,False,1.120348654357248,False
train,0325_4bangwan.xml,0,0,0325_4,bangwan,train,104.0870246887207,102.96928358078003,short_lt_200m,no_sharp_region,0,0,low_grade,0.009601762610177414,high_junction,0.8636363636363636,False,0.9892614750850708,False
train,0325_4bangwan.xml,2,2,0325_4,bangwan,train,111.25135040283203,108.65714502334595,short_lt_200m,no_sharp_region,0,0,low_grade,0.013401280115697902,high_junction,0.8076923076923077,False,0.9766815830091709,False
train,0325_4bangwan.xml,4,4,0325_4,bangwan,train,89.21715927124023,87.54835665225983,short_lt_200m,no_sharp_region,0,0,low_grade,0.0,high_junction,0.723404255319149,False,0.9812950487035025,False
train,0325_4bangwan.xml,5,5,0325_4,bangwan,train,134.41691207885742,136.10097432136536,short_lt_200m,no_sharp_region,0,0,low_grade,0.0,high_junction,0.7083333333333334,False,1.0125286484897076,False
train,0325_4bangwan.xml,6,6,0325_4,bangwan,train,106.12635803222656,110.95628488063812,short_lt_200m,no_sharp_region,0,0,low_grade,0.009454068729418466,high_junction,0.7916666666666666,False,1.045511095810382,False
train,0325_4bangwan.xml,7,7,0325_4,bangwan,val,114.43798828125,144.38358783721924,short_lt_200m,multiple_sharp_regions,2,0,medium_grade,0.08637727750229118,high_junction,0.6578947368421053,False,1.2616753405553849,False
train,0325_4bangwan.xml,9,9,0325_4,bangwan,val,131.03842163085938,1044.4324523210526,short_lt_200m,no_sharp_region,0,0,low_grade,0.0,low_junction,0.037848605577689244,True,7.970429125461093,False
train,0325_4bangwan.xml,11,11,0325_4,bangwan,val,128.16559410095215,126.89249241352081,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08733338502330433,high_junction,0.7936507936507936,False,0.9900667437594168,False
train,0325_4bangwan.xml,12,12,0325_4,bangwan,val,170.0218276977539,168.1633576154709,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08120168546976779,medium_junction,0.5975609756097561,False,0.9890692265372726,False
train,0325_4bangwan.xml,13,13,0325_4,bangwan,train,356.96199226379395,450.34076631069183,medium_200_500m,no_sharp_region,0,0,high_grade,0.1428097211251751,low_junction,0.1,False,1.261593043715117,False
train,0325_4bangwan.xml,14,14,0325_4,bangwan,train,1648.8810729980469,2876.790251016617,ultra_ge_1000m,multiple_sharp_regions,4,0,medium_grade,0.07925671633288313,medium_junction,0.22294843863471314,False,1.744692384506511,False
train,0325_4bangwan.xml,15,15,0325_4,bangwan,train,3044.4788703918457,3969.975513935089,ultra_ge_1000m,multiple_sharp_regions,3,0,high_grade,0.10000976163018985,low_junction,0.18999494694290045,False,1.3039918104027195,True
train,0325_4bangwan.xml,16,16,0325_4,bangwan,train,408.7108688354492,1415.2988560199738,medium_200_500m,no_sharp_region,0,0,high_grade,0.12428516643260216,low_junction,0.0776978417266187,True,3.4628363567933063,False
train,0325_4qingtian.xml,1,0,0325_4,qingtian,train,267.6512451171875,271.21500265598297,medium_200_500m,no_sharp_region,0,0,low_grade,0.0,low_junction,0.0,False,1.013314929796927,False
train,0325_4qingtian.xml,2,1,0325_4,qingtian,train,147.35923767089844,146.6519341468811,short_lt_200m,no_sharp_region,0,0,low_grade,0.009802113275305429,medium_junction,0.5675675675675675,False,0.9952001412656805,False
train,0325_4qingtian.xml,4,3,0325_4,qingtian,train,359.2893524169922,359.0350215435028,medium_200_500m,no_sharp_region,0,0,low_grade,0.018947866550118528,medium_junction,0.4945652173913043,False,0.9992921279971743,False
train,0325_4qingtian.xml,5,4,0325_4,qingtian,train,276.9180850982666,273.4776624441147,medium_200_500m,no_sharp_region,0,0,low_grade,0.0205042379566472,high_junction,0.7352941176470589,False,0.9875760275717238,False
train,0325_4qingtian.xml,7,6,0325_4,qingtian,train,94.62302684783936,93.64327108860016,short_lt_200m,one_sharp_region,1,0,medium_grade,0.036626069353959255,high_junction,0.7209302325581395,False,0.9896456941626406,False
train,0325_4qingtian.xml,8,7,0325_4,qingtian,val,192.47699451446533,192.0952626466751,short_lt_200m,one_sharp_region,1,0,medium_grade,0.08612917700451617,medium_junction,0.2967032967032967,False,0.998016740292765,False
train,0325_4qingtian.xml,9,8,0325_4,qingtian,train,175.70845651626587,171.5314518213272,short_lt_200m,no_sharp_region,0,0,medium_grade,0.09100483980344838,high_junction,0.6428571428571429,False,0.9762276399340405,False
train,0325_4qingtian.xml,10,9,0325_4,qingtian,train,200.55829620361328,196.60104203224182,medium_200_500m,no_sharp_region,0,0,medium_grade,0.08716500082311003,medium_junction,0.5714285714285714,False,0.9802688083899859,False
train,0325_4qingtian.xml,11,10,0325_4,qingtian,val,343.3998565673828,367.5818313360214,medium_200_500m,multiple_sharp_regions,2,0,high_grade,0.18886920170115057,low_junction,0.0,False,1.0704192919891147,False
train,0325_4qingtian.xml,13,12,0325_4,qingtian,train,153.8390884399414,149.49445402622223,short_lt_200m,no_sharp_region,0,0,medium_grade,0.0812022225599513,high_junction,0.6666666666666666,False,0.9717585793196161,False
train,0325_4qingtian.xml,14,13,0325_4,qingtian,train,163.59031677246094,160.29406487941742,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08615416870223998,high_junction,0.65,False,0.9798505684316982,False
train,0325_4yutian.xml,0,0,0325_4,yutian,train,120.34294128417969,960.3453404903412,short_lt_200m,no_sharp_region,0,0,low_grade,0.0,low_junction,0.030120481927710843,True,7.980072036153469,False
train,0325_4yutian.xml,1,1,0325_4,yutian,train,194.95127487182617,221.73184764385223,short_lt_200m,no_sharp_region,0,0,low_grade,0.0,medium_junction,0.21568627450980393,False,1.1373705957533922,False
train,0325_4yutian.xml,2,2,0325_4,yutian,train,310.6301918029785,342.9514248371124,medium_200_500m,multiple_sharp_regions,2,0,low_grade,0.0,low_junction,0.1402439024390244,False,1.10405052015882,False
train,0325_4yutian.xml,4,4,0325_4,yutian,train,178.15182971954346,190.99524533748627,short_lt_200m,one_sharp_region,1,0,low_grade,0.0,medium_junction,0.25,False,1.0720925271335222,False
train,0325_4yutian.xml,5,5,0325_4,yutian,train,285.2022132873535,285.9097682237625,medium_200_500m,no_sharp_region,0,0,medium_grade,0.07036151574269134,medium_junction,0.5319148936170213,False,1.002480888658799,False
train,0325_4yutian.xml,7,7,0325_4,yutian,val,274.4559326171875,272.07269287109375,medium_200_500m,no_sharp_region,0,0,low_grade,0.0068360383820211985,medium_junction,0.3769230769230769,False,0.9913164939691141,False
train,0325_4yutian.xml,8,8,0325_4,yutian,train,265.2914237976074,262.7595065832138,medium_200_500m,no_sharp_region,0,0,low_grade,0.018440211132264045,high_junction,0.7769230769230769,False,0.9904560909729022,False
train,0325_4yutian.xml,9,9,0325_4,yutian,train,241.88467597961426,239.16567265987396,medium_200_500m,no_sharp_region,0,0,low_grade,0.01848295379047572,high_junction,0.8620689655172413,False,0.98875909228756,False
train,0325_4yutian.xml,10,10,0325_4,yutian,train,93.25918579101562,93.01430916786194,short_lt_200m,one_sharp_region,1,0,medium_grade,0.03759380310999181,high_junction,0.625,False,0.9973742358881148,False
train,0325_5bangwan.xml,1,0,0325_5,bangwan,val,161.45212936401367,163.23836040496826,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08731929885024574,high_junction,0.8433734939759037,False,1.0110635334943605,False
train,0325_5bangwan.xml,3,2,0325_5,bangwan,train,633.4191436767578,664.4314036369324,long_500_1000m,no_sharp_region,0,0,high_grade,0.16943631498910253,low_junction,0.0,False,1.048960092649174,False
train,0325_5bangwan.xml,4,3,0325_5,bangwan,train,487.6094207763672,515.1026281118393,medium_200_500m,one_sharp_region,1,0,high_grade,0.1288539433214057,low_junction,0.0,False,1.0563836672632323,False
train,0325_5bangwan.xml,6,5,0325_5,bangwan,train,55.15501022338867,56.33837378025055,short_lt_200m,multiple_sharp_regions,2,0,low_grade,0.0032028378663651437,high_junction,0.78125,False,1.0214552323001849,False
train,0325_5bangwan.xml,8,7,0325_5,bangwan,val,193.55309295654297,191.79882717132568,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08464163956728381,high_junction,0.7340425531914894,False,0.9909365138091016,False
train,0325_5bangwan.xml,9,8,0325_5,bangwan,train,316.1370544433594,317.065789103508,medium_200_500m,no_sharp_region,0,0,high_grade,0.10272359811972592,low_junction,0.0,False,1.0029377595795719,False
train,0325_5bangwan.xml,10,9,0325_5,bangwan,train,159.40367889404297,157.68952178955078,short_lt_200m,no_sharp_region,0,0,medium_grade,0.07533735301911298,high_junction,0.6883116883116883,False,0.989246439502619,False
train,0325_5bangwan.xml,11,10,0325_5,bangwan,train,250.88661193847656,251.70261430740356,medium_200_500m,multiple_sharp_regions,2,1,medium_grade,0.06535299224853094,low_junction,0.109375,False,1.0032524747439577,False
train,0325_5bangwan.xml,13,12,0325_5,bangwan,val,549.6638164520264,582.4108427762985,long_500_1000m,multiple_sharp_regions,2,0,low_grade,0.0,low_junction,0.10135135135135136,False,1.0595764635475697,True
train,0325_5bangwan.xml,14,13,0325_5,bangwan,train,429.5895805358887,502.4349254369736,medium_200_500m,multiple_sharp_regions,2,1,low_grade,0.0,low_junction,0.04477611940298507,False,1.1695696269220832,True
train,0325_5bangwan.xml,15,14,0325_5,bangwan,train,785.1257514953613,785.4493714570999,long_500_1000m,no_sharp_region,0,0,high_grade,0.1027229482624855,medium_junction,0.30402010050251255,False,1.0004121886985904,False
train,0325_5bangwan.xml,17,16,0325_5,bangwan,val,173.0037384033203,170.78558731079102,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08313880346450538,high_junction,0.8433734939759037,False,0.9871785944454092,False
train,0325_5bangwan.xml,18,17,0325_5,bangwan,val,194.73162460327148,194.8779571056366,short_lt_200m,no_sharp_region,0,0,high_grade,0.10272359811972592,low_junction,0.0,False,1.0007514573077858,False
train,0325_5qingtian.xml,0,0,0325_5,qingtian,train,936.7856922149658,946.3160588741302,long_500_1000m,one_sharp_region,1,0,high_grade,0.1027229482624855,medium_junction,0.28991596638655465,False,1.0101734758956773,False
train,0325_5qingtian.xml,2,2,0325_5,qingtian,train,60.31277084350586,57.74547016620636,short_lt_200m,no_sharp_region,0,0,low_grade,0.002276396897599544,high_junction,1.0,False,0.9574335477976812,False
train,0325_5qingtian.xml,3,3,0325_5,qingtian,train,182.3597755432129,181.00659346580505,short_lt_200m,no_sharp_region,0,0,medium_grade,0.09667107304724779,low_junction,0.04878048780487805,False,0.9925796021991309,False
train,0325_5qingtian.xml,4,4,0325_5,qingtian,train,280.5701370239258,283.53047835826874,medium_200_500m,multiple_sharp_regions,2,0,high_grade,0.14289887486284938,low_junction,0.0,False,1.0105511633053468,False
train,0325_5qingtian.xml,5,5,0325_5,qingtian,val,327.19847869873047,332.8546738624573,medium_200_500m,no_sharp_region,0,0,high_grade,0.13672727783216113,low_junction,0.0,False,1.01728674040974,False
train,0325_5qingtian.xml,6,6,0325_5,qingtian,train,103.70588302612305,100.96797442436218,short_lt_200m,no_sharp_region,0,0,low_grade,0.0,high_junction,0.7608695652173914,False,0.9735992932910933,False
train,0325_5qingtian.xml,7,7,0325_5,qingtian,train,491.88919830322266,498.5192840099335,medium_200_500m,no_sharp_region,0,0,low_grade,0.0,low_junction,0.0,False,1.013478819477194,False
train,0325_5qingtian.xml,10,10,0325_5,qingtian,train,126.88242530822754,125.74034667015076,short_lt_200m,one_sharp_region,1,1,low_grade,0.0,medium_junction,0.5555555555555556,False,0.990998921755299,False
train,0325_5qingtian.xml,11,11,0325_5,qingtian,train,411.6227378845215,410.50386559963226,medium_200_500m,no_sharp_region,0,0,low_grade,0.0,low_junction,0.13875598086124402,False,0.9972818015578063,False
train,0325_5qingtian.xml,12,12,0325_5,qingtian,train,456.77137756347656,478.01548433303833,medium_200_500m,no_sharp_region,0,0,low_grade,0.0,low_junction,0.0,False,1.0465092775359146,False
train,0325_5qingtian.xml,13,13,0325_5,qingtian,val,79.78056335449219,79.90181171894073,short_lt_200m,no_sharp_region,0,0,low_grade,0.002296981000215519,high_junction,0.8372093023255814,False,1.0015197732298504,False
train,0325_5qingtian.xml,14,14,0325_5,qingtian,train,313.89796447753906,416.12559032440186,medium_200_500m,multiple_sharp_regions,2,0,high_grade,0.14252334257451085,low_junction,0.0,False,1.3256715156372978,False
train,0325_5qingtian.xml,15,15,0325_5,qingtian,train,398.4530334472656,415.8142075538635,medium_200_500m,no_sharp_region,0,0,high_grade,0.13533900487993994,low_junction,0.0,False,1.0435714441835102,False
train,0325_5qingtian.xml,17,17,0325_5,qingtian,train,171.2367706298828,176.38663625717163,short_lt_200m,no_sharp_region,0,0,medium_grade,0.07304250786187312,high_junction,0.9411764705882353,False,1.0300745313541326,False
train,0325_5yutian.xml,0,0,0325_5,yutian,train,293.0048637390137,291.2369273900986,medium_200_500m,no_sharp_region,0,0,high_grade,0.1027229482624855,medium_junction,0.3819444444444444,False,0.993966187706393,False
train,0325_5yutian.xml,1,1,0325_5,yutian,train,126.40379333496094,125.41606879234314,short_lt_200m,no_sharp_region,0,0,medium_grade,0.07679781096508416,high_junction,0.828125,False,0.9921859580590244,False
train,0325_5yutian.xml,2,2,0325_5,yutian,train,126.0228500366211,125.23684990406036,short_lt_200m,no_sharp_region,0,0,medium_grade,0.07533259544492804,high_junction,0.828125,False,0.9937630347803408,False
train,0325_5yutian.xml,3,3,0325_5,yutian,train,273.63855743408203,271.5728135108948,medium_200_500m,no_sharp_region,0,0,high_grade,0.10272300165194839,low_junction,0.0,False,0.992450830239138,False
train,0325_5yutian.xml,5,5,0325_5,yutian,train,168.5609588623047,166.88323640823364,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08807431960710523,high_junction,0.8,False,0.9900467909924412,False
train,0325_5yutian.xml,7,7,0325_5,yutian,train,139.79550170898438,136.69414818286896,short_lt_200m,no_sharp_region,0,0,medium_grade,0.04658421155641746,medium_junction,0.4393939393939394,False,0.9778150692389832,False
train,0325_5yutian.xml,8,8,0325_5,yutian,train,212.67097091674805,213.08511531352997,medium_200_500m,no_sharp_region,0,0,medium_grade,0.0979981177465209,medium_junction,0.3786407766990291,False,1.0019473480324874,False
train,0325_5yutian.xml,9,9,0325_5,yutian,val,119.3576545715332,117.22790992259979,short_lt_200m,no_sharp_region,0,0,medium_grade,0.09799879611780539,high_junction,0.6428571428571429,False,0.982156614449415,False
train,0325_5yutian.xml,10,10,0325_5,yutian,train,107.74302673339844,106.03477740287781,short_lt_200m,no_sharp_region,0,0,high_grade,0.10057017111640415,high_junction,0.6923076923076923,False,0.9841451518273423,False
train,0325_5yutian.xml,12,12,0325_5,yutian,train,1170.215591430664,1201.2940063476562,ultra_ge_1000m,no_sharp_region,0,0,high_grade,0.10376524624574952,low_junction,0.0,False,1.0265578540779796,False
train,0325_5yutian.xml,13,13,0325_5,yutian,val,328.23702239990234,332.73015546798706,medium_200_500m,no_sharp_region,0,0,high_grade,0.14867378325130834,medium_junction,0.4658385093167702,False,1.0136886845829676,False
train,0325_5yutian.xml,14,14,0325_5,yutian,train,510.94164085388184,509.4158123731613,long_500_1000m,no_sharp_region,0,0,high_grade,0.1027229482624855,medium_junction,0.22357723577235772,False,0.997013693230854,False
train,0325_5yutian.xml,15,15,0325_5,yutian,val,6175.505840301514,6343.850218325853,ultra_ge_1000m,multiple_sharp_regions,6,2,high_grade,0.11609394185796551,low_junction,0.13521307273309838,False,1.0272600143822583,True
val,0325_3bangwan.xml,8,7,0325_3,bangwan,val,91.26969146728516,89.33800005912781,short_lt_200m,no_sharp_region,0,0,medium_grade,0.0358713772379113,high_junction,0.9555555555555556,False,0.9788353463553698,False
val,0325_3bangwan.xml,14,13,0325_3,bangwan,train,99.52118682861328,121.93404173851013,short_lt_200m,one_sharp_region,1,1,low_grade,1.4608391831927429e-05,medium_junction,0.5079365079365079,False,1.2252068692518139,False
val,0325_3qingtian.xml,6,6,0325_3,qingtian,train,72.64099884033203,70.0182774066925,short_lt_200m,one_sharp_region,1,0,low_grade,0.0,high_junction,0.6666666666666666,False,0.9638947498587626,False
val,0325_3qingtian.xml,10,10,0325_3,qingtian,val,787.3742065429688,786.0370692014694,long_500_1000m,no_sharp_region,0,0,low_grade,0.009085614047693456,low_junction,0.027848101265822784,False,0.9983017765499709,False
val,0325_3qingtian.xml,20,19,0325_3,qingtian,train,491.17901611328125,561.2807486057281,medium_200_500m,no_sharp_region,0,0,low_grade,0.015154771210458417,medium_junction,0.27946127946127947,False,1.1427213504501161,False
val,0325_3yutian.xml,4,4,0325_3,yutian,val,502.09942626953125,574.5764956474304,long_500_1000m,no_sharp_region,0,0,low_grade,0.01346204327423322,medium_junction,0.29432624113475175,False,1.1443480426105743,False
val,0325_3yutian.xml,10,10,0325_3,yutian,train,369.31744384765625,440.8783336877823,medium_200_500m,no_sharp_region,0,0,low_grade,0.014892372878967153,medium_junction,0.413953488372093,False,1.1937652581329057,False
val,0325_3yutian.xml,19,19,0325_3,yutian,train,419.4806823730469,509.31655299663544,medium_200_500m,no_sharp_region,0,0,low_grade,0.013424522318762714,low_junction,0.18487394957983194,False,1.2141597322560302,False
val,0325_4bangwan.xml,3,3,0325_4,bangwan,train,133.33567428588867,134.21755504608154,short_lt_200m,no_sharp_region,0,0,low_grade,0.009991061888724749,high_junction,0.7272727272727273,False,1.006613989578678,False
val,0325_4bangwan.xml,8,8,0325_4,bangwan,val,142.7579345703125,158.33360719680786,short_lt_200m,no_sharp_region,0,0,low_grade,0.0,high_junction,0.6986301369863014,False,1.109105477558054,False
